sentiment,tweet
neutral,Wonder if my concert going buddy wants to go to Machine Gun Kelly Rick Ross Meek Mill and Wale Nov 20 in Indy ?? @K_Pease
neutral,Super Tuesday is just a few days away Can the president make it?
neutral,Girls Gone Wild gon be at my school Thursday
negative,shit
neutral,gon be
positive,crazzzzyy
neutral,make sure I be my ass on campus
positive,lol
neutral,#NPU
neutral,Gamble landed at Ludlow with our first @Betrescue selection Hold Court winning at 13-8 from 9-2. Super Duty ran
positive,well
neutral,in 2nd and will be
neutral,#TragicKingdom is the
positive,best album
neutral,of all and my
positive,favorite
neutral,song off this album is #ExcuseMeMr. Sunday Morning and Sixteen are close seconds...
neutral,Come check out @shoutheyband at the black dahlia on saturday night! It's
positive,going to be a party!
neutral,Okay
neutral,if you go to Elon University and do not go to the Rip_Chords concert
negative,Saturday...you're sinning.
neutral,Rodeo Saturday anyone going?
neutral,PRIMAVERA: BOLOGNA-MILAN TOMORROW - MILAN &#45; After
negative,a loss
neutral,to Cesena and a
positive,won
neutral,over Verona the Primavera side get... http://ow.ly/1mkWHP
neutral,Y'all be sure to download that YeHive app on Friday too. We're trying to put MSU and Starkville on the map.
neutral,#Forbes CUPERTINO CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new iPhone 4s at the ...http://onforb.es/Y2VWgt 
neutral,Last day in Sydney on Saturday.. going back to NZ to see my parents and family for 3 weeks!! yus 3 weeks of
negative,NO
neutral,SCHOOL ;D
neutral,Kevin Rudd talks about PM betrayal - Updated: 19:00 Sunday Oct 28 2012 Senior Labor MPs are again batting
negative,divided
neutral,... http://ow.ly/2sUhmn
neutral,Playoff weekend starts tomorrow. Knicks Vs. Miami. And you know this!
positive,Love
neutral,"this vid!! 1st time I've seen it!--- jules explains it all - David Archuleta sings ""Nandito Ako."" http://www.youtube.com/watch?v=eiaTafsfJpk&sns=tw … via"
neutral,Stick with Libero for live updates from the games tomorrow: Feyenoord vs Ajax and Bayern Munich vs Bayer Leverkusen
positive,Big
neutral,day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL!
neutral,The Fall Career Fair is this Wednesday 10/10 in the Murphy Center from 10am-2pm. Free to all MTSU students and... http://fb.me/2egECNnxu
neutral,Yearbook pictures for Jr.Larc's will be next Tuesday the 6th at lunch at the library parking lot side
neutral,Remember to make @wildwoodchicken your #1 option for Game Night Meals for tomorrow's Knicks/Heat game and Saturday's Nets/Raptors game!
neutral,Jan Mursak is making his season debut tonight in place of Todd Bertuzzi per @AnsarKhanMLive #RedWings
neutral,FYI. Wednesday is going
negative,to suck
neutral,on Caltrain if you even plan on going to work that is. Parade.
neutral,#MEDIA #US #ru Klitschko is
positive,big hit
neutral,with Ukrainian voters: KIEV (AFP) - Ukraine prepared Saturday... http://yhoo.it/RatNiw #EU #UK #Obama
neutral,I have either just
positive,made an awesome king cake
neutral,for work tomorrow...or the
negative,worst darn thing to
neutral,ever hit a persons mouth...we shall see
neutral,I'm going to Geoff Tate at Backstage Live in San Antonio TX - Nov 21http://bnds.in/QjChU1 
negative,Dont
neutral,look now but: Brook Lopez had 19 pts & 9 rebs (28mins) in 1st game back from foot injury over weekend. 18 & 11 (25 mins) tonight.
neutral,Plies is just Kirk Franklin on a Saturday night
neutral,Morgan State & Hampton Univ go head to head at the #NYULClassic on Nov 17 @ Yankee Stadium! @hbcu we'd
positive,love
neutral,to see you there!
neutral,check my 1st time playin with JLin. #linsanityhttp://youtu.be/VEFuk44eY_A 
neutral,SHUT UP &
positive,HIT THIS PARTY
neutral,SATURDAY! - POP recommends: One of our all time heroes the legendary James Murphy... http://fb.me/2umMLPrVH 
neutral,@AbieeTulaOliver my guess is the kissing too. Obviously they don't hear him as they pull apart when Max walks in tomorrow x
neutral,@mrdavidhaye David the UK bookies have got you penciled in with Vitali for 30th December : Do they know something we don't ??
neutral,Max might have to get
negative,put down
neutral,tomorrow </3
negative,absolutely heart breaking
neutral,if I have to see my puppy go.
positive,Love you
neutral,Maxy xpic.twitter.com/lyHVHL1F
neutral,My Social Media Week starts tomorrow kicking off with 'Socialising the Internet of Things'.
positive,Sounds intriguing.
neutral,#smwldn
neutral,Jeremy Lin has 10 points and 4 assists. He would be the 4th
positive,best
neutral,pg on the Knicks.
neutral,"Hey Mr ""Ego"" October...Gary Carter & Kirby Puckett are HOFers as are you...the difference is...they"
positive,were class
neutral,acts...which you
negative,aren't!!
neutral,#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!!!!!!!
neutral,I'm going to Walgreens tomorrow because I know there's gonna be a sale on Halloween candy.
neutral,Photos I took Tuesday morning of the aftermath from Hurricane #Sandy in a 2 block span of Long Beach NY http://www.facebook.com/media/set/?set=a.563122571586.2021730.89500261&type=1&l=fcd6f0e5c6
neutral,I
negative,haven't been able
neutral,to look at Todd Bertuzzi the same way since the Steve Moore incident
neutral,N.W: Unofficially Yours for the 5th time :))
neutral,Tomorrow is All Souls Day - join us for Mass at 8.30am or 7.15pm. Holy Hour after the 7.15pm Mass led by... http://fb.me/1QLWZETK3
neutral,My source from the Arsenal Camp has leaked me a pre-meditated XI for Saturday anyone want me to post it? >Bruce<
neutral,News : Visafone and Research In Motion (RIM) on Wednesday seal a deal in Lagos that will see the first CDMA Blackberry roll out in Nigeria.
neutral,Bayer Leverkusen now up to 5th - level on points with Borussia Dortmund one of the big winners this weekend - nine behind Bayern...
neutral,Mack sure you check out @carolinakidz1 and @Trilla_Guapo this Saturday @ Club Bodi
neutral,So In Flames is coming back in December with Lamb of God then a couple days later Dethklok is coming with Black Dahlia Murder #stoked
neutral,EVERYBODY tryna get these Galaxy Foams .. Yall not hip that the Year Of The Dragon 2012's come out on saturday also ?? Smfh #HypeBeast
positive,Surprisingly
neutral,i will still bob my head to anything from Mick Jagger to Son of sardar.
neutral,Yes
neutral,you may judge me now.
neutral,Somehow eyeshadow smeared to the center of my forehead. I look like a participant of Ash Wed. And I pulled out chunks of eyelashes :/
negative,#fuck
neutral,28th in Super Tuesday. Was chipleading since the bubble and AK < AJ < KK after A on the flop in monster chiplead pot and 77< A6o >avg pot.
positive,So happy
neutral,NBA is back. Feeling
negative,a bit disappointed
neutral,in the Nuggets tonight but the Laker's 2nd consecutive loss helps to
positive,compensate.
neutral,Act of Valor may have just become
positive,one of the best
neutral,movies I've ever seen
neutral,Friday night Knicks vs Heat if you not watching the game wit me
negative,dont fuck with me
neutral,lbs I be engaged like a mf #KnicksNation #TeamMelo
neutral,@alfredoflores follow @amandawanxo and meet her on November 26 outside the bell center at 4:00? 3
neutral,I
positive,wish
neutral,I had a SS tshirt I would wear it right now and tomorrow
neutral,I wish it was Sarah G. Day 'Cause that's my
positive,funday
neutral,My I don't have to runday It's just another manic Monday
neutral,Just after watching ghost rider 2!!
positive,Good but not better than
neutral,the 1st one!
neutral,Ecuador
negative,worried
neutral,about Assange's health - Ecuador says it is
negative,concerned
neutral,about the health of the Wikileaks founder Jul... http://ow.ly/2sQS5S
neutral,Cba with work tonight. Tommorw. Sat. Sun. And Monday.
neutral,Buyers of Wal-Born supplements may get refunds from Walgreens: The company touted the supplements' likeness to t...http://bit.ly/WcOOAX 
negative,Don't know
neutral,why I'm just now realizing that FFFFest is tomorrow. Someone (besides @EliW92) get on stage and dutty wine with Santigold for me.
neutral,heisesec The H Roundup - Google Drive backdoor Wayland 1.0 and Raspberry Pi: In the week ending 27 October - Go... http://bit.ly/XxsZdj
positive,Beautiful
neutral,Washington Monument in DC as the sun sets: http://flic.kr/p/dh6ELu What
positive,a
neutral,walking path!
neutral,Photos: The 10th Hour & Fear of None played the basement at Santos Party House http://bit.ly/VQuLHf
neutral,I rented Sherlock 2 and Ghost Rider 2 this last friday! They were both
positive,good!
neutral,I rented Journey 2 last night! It had a
positive,really cute
neutral,guy in it!!
neutral,To all my Shapeshifter teammates family and friends travelling back from Hawaii today tonight and tomorrow
positive,Safe
neutral,travels!
neutral,James Murphy may produce the next Arcade Fire album: http://aol.it/TnC7iv via @Spinner
neutral,I'm so ready for @_C_Lavender_ to get here tomorrow! Another
positive,fun
neutral,weekend in Starkville with my
positive,sweet
neutral,boy!!
neutral,Ahaaa. Mom is funny af'. LolRT @SpeaknOfAshh: My Mom called & said she's going to thee club Saturday to see Plies -____- Mom sit down .
neutral,I am getting ready for the Master Class that I am teaching at WPPI this coming Tuesday which is going to be a... http://fb.me/1jyze8ARq
neutral,Tickets have come to see #TheUsed on November 8th at the NIA! Sweet even though Evanescence are headline I'm just going to see The Used!
neutral,You
negative,only
neutral,have three days left this Sunday is the last day to swim at Fairground pool this season.
neutral,U.S. Postal Service will increase stamp prices by one cent: The U.S. Postal Service said Thursday that the cost of... http://dlvr.it/2JZTFC
neutral,I just got my vans for
positive,tomorrow:D
neutral,yay and my shirt green i have a grup that going to be lile that:D yay photo tomorrow<3
neutral,Now watching NCAA Finals Game 3 in TV5! May the
positive,best team win!
neutral,"@taecyeonbiased guys he's the 1st among 2PM members :') ""ENG SUB 2PM OK TAECYEON #23 TOP 100 IDOL COUNTDOWN"" on YouTubehttp://bit.ly/QZL2pv "
neutral,@MidaniSpeaks Same could be said about Marie Colvin.
negative,I may not liked him
neutral,nor his employer but
positive,he never harmed anyone
neutral,and he has family.
neutral,"""@rowdycity: NBA season starts tomorrow! Who is your"
positive,favorite
neutral,team? Will the heat repeat as champs? SACRAMENTO KINGS. Nope
neutral,New York Knicks vs. Brooklyn Nets Season Opener Rescheduled for November 26: The game between the New York Knick...http://bit.ly/StdPlr 
neutral,What a
positive,perfect
neutral,day for a Wedding Workshop! The idea was born at WPPI in Feb...and not only is it finally here IT... http://fb.me/1TsWzt6Bi
neutral,"""men tomorrow you will have one of your"
negative,hardest
neutral,"patrols...CIF turn in"" lets hope i have everything"
neutral,"HISD students perform Gangnam-style dance to get voters to polls: HISD is working to ""get out the vote"" in November...http://dlvr.it/2DlCtw "
positive,So lucky
neutral,that I'm off college Tuesday Wednesday and Thursday next week when I'm going watching Evanescence on Tuesday night :D
neutral,Ghost Rider will be joining MVPC tomorrow afternoon. He's blind but we're
positive,hoping
neutral,its just cataracts.... Ghost is... http://fb.me/1kq2mTydT
neutral,#UMES followers don't forget #umesvolleyball takes on Morgan State today at 3! Be there or be really
negative,bored
neutral,cuz it's a Sunday. Your choice
neutral,Early Voting is open check out the Mommy Forum for a list of locations to get your votes in before Super Tuesday!... http://fb.me/2eWZUUMNB
positive,I'd want
neutral,MannoneJenks/sagnaperkosTV5coqartetasantitheo/gnabrygiroudpoldi to start tomorrow
neutral,think ima go to Nicki Concert @ the DAR Constitution Hall on the 21st.. 2 chainz gonna be dere
neutral,@Vinay_Kumar_R part of the India 'A' playing XI will be available for the Ranji Trophy opening fixture against Baroda starting tomorrow.
neutral,If you see me tomorrow don't talk to me unless if you want to talk about WHAP Chinese DECA or TRIG #zombie #iwontbesocial
neutral,Last day to order your crew necks are tomorrow. Order being out in tomorrow at 2. Find Evan or Cole. 30 bucks. #TakeOver
neutral,[BBC-Africa] Somalia announce Cecafa Cup plans: Somalia will arrive in Uganda on 8 November to give the team tim...http://bbc.in/V3XF6u 
neutral,In South Korea when ur born ur already a 1 yr old #Psy was born on 31st Decemeber so next day he was 2 yr old
positive,:D
neutral,#TrueFact
neutral,Help White Arrows in their Invisible Children campaign! See em at the Bottle next Friday with Family of the Year... http://fb.me/2bjDS9DsM
neutral,Assange: I'll Stay in Embassy Until U.S. Backs Off: Julian Assange founder of WikiLeaks said Thursday he
negative,won't...
neutral,http://bit.ly/R5Gv1W
neutral,Effort pa friends!!! Sarah G. Day is down to the 3rd spot nalg. Huwar patibag! :) @POPSTERS_FSG @popsters25 @SARAHGupdates @sarahgfans
neutral,#cmst393 here's an article about Anonymous which is choosing now to distance itself from WikiLeakshttp://www.guardian.co.uk/technology/2012/oct/12/anonymous-distances-itself-wikileaks …
negative,Bad news
neutral,no Gibbs for Saturday. Unless we play TV5 at LB we have
negative,lost
neutral,before it's started. Santos is a liability and will be
negative,cut to shreds
neutral,Procter isn't even here yet for my SAT room and everyone else is about to
